,Name,RA,Dec,MajAx,MinAx,PosAng,M,NGC,IC,Common names
358,IC0347,03:42:32.65,-04:17:55.1,1.37,1.02,138.0,,,,
359,IC0348,03:44:34.19,+32:09:46.2,10.0,10.0,,,,1985,omi Per Cloud
360,IC0349,03:46:20.11,+23:56:23.3,25.7,,,,,,Barnard's Merope Nebula
361,IC0350,03:44:36.65,-11:48:02.7,1.09,0.79,165.0,,,,
362,IC0351,03:47:33.01,+35:02:48.9,0.12,,,,,,
363,IC0352,03:47:37.43,-08:43:54.6,0.7,0.48,119.0,,,,
364,IC0353,03:53:01.07,+25:50:52.8,181.97,30.2,,,,,
365,IC0354,03:53:57.91,+23:08:49.2,128.82,,,,,,
366,IC0355,03:53:46.26,+19:58:26.1,0.67,0.56,161.0,,,,
367,IC0356,04:07:46.91,+69:48:44.8,4.02,3.73,90.0,,,,
368,IC0357,04:03:44.00,+22:09:32.8,0.94,0.61,147.0,,,,
369,IC0358,04:03:42.88,+19:53:41.8,1.18,0.28,63.0,,,,
370,IC0359,04:12:28.36,+27:42:07.1,1.3,1.3,105.0,,,,
371,IC0359A,04:18:41.00,+28:17:24.0,15.0,10.0,,,,,
372,IC0360,04:09:02.57,+26:07:52.3,180.0,100.0,,,,,
373,IC0361,04:18:50.70,+58:14:58.2,7.2,,,,,,
374,IC0362,04:16:42.43,-12:12:00.4,1.77,1.03,5.0,,,,
375,IC0363,04:18:55.42,+03:01:58.9,0.33,0.31,25.0,,,,
376,IC0364,04:19:06.70,+03:11:20.2,0.78,0.49,72.0,,,,
377,IC0365,04:19:14.14,+03:20:54.0,0.88,0.56,34.0,,,,
378,IC0366,04:19:41.54,+02:21:35.3,0.34,0.2,20.0,,,,
379,IC0367,04:20:40.99,-14:46:51.8,1.74,0.61,140.0,,,,
380,IC0368,04:22:42.72,-12:36:54.6,0.99,0.83,164.0,,,,
381,IC0369,04:23:28.22,-11:47:24.3,0.76,0.76,35.0,,,,
382,IC0370,04:24:01.67,-09:23:41.4,0.99,0.89,123.0,,,,
383,IC0371,04:30:12.59,-00:33:39.6,,,,,,,
384,IC0372,04:30:04.24,-05:00:35.9,0.97,0.45,30.0,,,,
385,IC0373,04:30:42.76,-04:52:12.9,0.98,0.76,109.0,,,,
386,IC0374,04:32:32.75,+16:38:03.0,0.23,0.19,80.0,,,,
387,IC0375,04:31:03.14,-12:58:26.3,0.82,0.54,59.0,,,,
388,IC0376,04:31:13.79,-12:26:00.1,0.59,0.48,50.0,,,,
389,IC0377,04:31:16.54,-12:27:18.3,1.0,0.83,99.0,,,,
390,IC0378,04:31:27.92,-12:17:59.1,0.79,0.48,69.0,,,,
391,IC0379,04:31:50.93,-07:14:18.1,0.93,0.82,35.0,,,,
392,IC0380,04:31:41.32,-12:55:37.3,0.76,0.46,75.0,,,,
393,IC0381,04:44:28.50,+75:38:23.1,,,,,1530A,,
394,IC0382,04:37:55.55,-09:31:09.6,1.99,1.18,173.0,,,,
395,IC0383,04:38:58.03,+09:53:33.1,0.63,0.56,36.0,,,,
396,IC0384,04:39:18.28,-07:50:20.8,0.49,0.48,94.0,,,,
397,IC0385,04:39:31.46,-07:05:50.9,1.15,0.58,107.0,,,,
398,IC0386,04:39:58.58,-09:27:22.4,,,,,1632,,
399,IC0387,04:41:44.21,-07:05:10.3,1.6,1.11,84.0,,,,
400,IC0388,04:41:53.33,-07:18:19.9,1.0,,,,,,
401,IC0388 NED01,04:41:52.42,-07:18:16.7,0.54,0.44,54.0,,,,
402,IC0388 NED02,04:41:54.32,-07:18:23.3,0.89,0.4,10.0,,,,
403,IC0389,04:41:59.62,-07:18:41.3,1.09,0.82,20.0,,,,
404,IC0390,04:42:03.87,-07:12:23.2,1.14,0.4,35.0,,,,
405,IC0391,04:57:21.13,+78:11:19.8,1.39,1.33,25.0,,,,
406,IC0392,04:46:25.76,+03:30:20.0,1.45,1.0,168.0,,,,
407,IC0393,04:47:51.80,-15:31:30.7,0.81,0.77,7.0,,,,
408,IC0394,04:48:50.71,-06:16:48.7,,,,,,,
409,IC0395,04:49:34.03,+00:15:10.3,,,,,1671,,
410,IC0396,04:57:58.99,+68:19:24.2,2.38,1.45,86.0,,,,
411,IC0397,05:01:06.63,+40:25:29.6,,,,,,,
412,IC0398,04:58:12.56,-07:46:48.9,1.18,0.34,2.0,,,,
413,IC0399,05:01:44.01,-04:17:19.5,0.54,0.45,81.0,,,,
414,IC0400,05:03:45.64,-15:49:08.7,1.55,0.17,117.0,,,,
415,IC0401,05:04:19.64,-10:04:35.5,1.75,0.58,55.0,,,,
416,IC0402,05:06:14.83,-09:06:26.7,1.26,0.56,146.0,,,,
417,IC0403,05:15:15.69,+39:58:19.6,,,,,,,
418,IC0404,05:13:19.60,+09:45:17.7,0.73,0.53,130.0,,,,
419,IC0405,05:16:29.48,+34:21:22.2,50.0,30.0,,,,,Flaming Star Nebula
420,IC0406,05:17:49.00,+39:53:09.7,,,,,,,
421,IC0407,05:17:42.61,-15:31:24.4,1.93,0.36,164.0,,,,
422,IC0408,05:19:44.86,-25:03:51.6,1.95,0.97,162.0,,,2121,
423,IC0409,05:19:33.55,+03:19:06.2,0.95,0.72,19.0,,,,
424,IC0410,05:22:42.00,+33:22:00.0,40.0,30.0,,,,,
425,IC0411,05:20:18.61,-25:19:28.2,1.36,1.0,129.0,,,,
426,IC0412,05:21:56.70,+03:29:11.0,1.17,0.65,0.0,,,2123,
427,IC0413,05:21:58.78,+03:28:55.8,1.08,0.8,140.0,,,2124,
428,IC0414,05:21:54.96,+03:20:31.3,0.6,0.44,140.0,,,,
429,IC0415,05:21:21.63,-15:32:33.3,0.76,0.58,148.0,,,,
430,IC0416,05:23:56.38,-17:15:37.5,1.41,0.7,71.0,,,,
431,IC0417,05:28:06.00,+34:25:26.2,13.0,10.0,,,,,
432,IC0418,05:27:28.19,-12:41:50.2,0.2,,,,,,
433,IC0419,05:30:52.02,+30:07:04.5,,,,,,,
434,IC0420,05:32:09.50,-04:30:17.1,6.03,,,,,,
435,IC0421,05:32:08.58,-07:55:06.0,2.96,2.22,108.0,,,,
436,IC0422,05:32:18.55,-17:13:25.9,1.04,0.93,130.0,,,2131,
437,IC0423,05:33:22.01,-00:36:52.2,6.0,3.5,90.0,,,,
438,IC0424,05:33:37.24,-00:24:47.3,2.5,1.7,,,,,
439,IC0425,05:37:09.92,+32:25:46.8,,,,,,,
440,IC0426,05:36:31.38,-00:17:53.9,10.0,3.0,,,,,
441,IC0427,05:36:18.02,-06:36:59.2,,,,,,,
442,IC0428,05:36:24.21,-06:27:05.6,,,,,,,
443,IC0429,05:38:18.86,-07:02:25.8,,,,,,,
444,IC0430,05:38:35.97,-07:04:59.2,10.96,,,,,,
445,IC0431,05:40:14.03,-01:27:46.1,8.0,5.0,,,,,
446,IC0432,05:40:55.98,-01:30:25.2,10.0,10.0,,,,,
447,IC0433,05:40:31.35,-11:39:56.1,1.42,1.12,138.0,,,,
448,IC0434,05:41:00.88,-02:27:13.6,90.0,30.0,,,,,"Flame Nebula,Orion B"
449,IC0435,05:43:00.57,-02:18:45.4,3.98,3.02,,,,,
450,IC0436,05:53:40.08,+38:37:29.2,,,,,,,
451,IC0437,05:51:37.40,-12:33:53.9,0.97,0.46,7.0,,,,
452,IC0438,05:53:00.08,-17:52:33.9,2.8,1.82,63.0,,,,
453,IC0439,05:56:39.51,+32:01:21.7,,,,,,,
454,IC0440,06:19:13.31,+80:04:06.5,1.77,1.0,36.0,,,,
455,IC0441,06:02:42.63,-12:29:56.9,1.22,1.13,40.0,,,,
456,IC0442,06:36:11.89,+82:58:05.7,1.25,1.25,5.0,,,,
457,IC0443,06:16:37.41,+22:31:54.0,50.0,40.0,,,,,Gem A
458,IC0444,06:18:34.00,+23:18:48.0,8.0,4.0,,,,,
459,IC0445,06:37:21.25,+67:51:35.5,0.87,0.7,20.0,,,,
460,IC0446,06:31:06.18,+10:27:33.4,5.0,4.0,,,,2167,
461,IC0447,06:31:00.32,+09:53:50.8,25.0,20.0,,,,2169,
462,IC0448,06:32:45.34,+07:23:19.1,15.0,10.0,,,,,
463,IC0449,06:45:41.11,+71:20:37.8,1.77,1.34,83.0,,,,
464,IC0450,06:52:12.25,+74:25:37.5,1.38,0.8,130.0,,,,
465,IC0451,06:52:52.01,+74:28:50.6,1.34,1.07,144.0,,,,
466,IC0452,06:48:39.11,-16:54:05.8,,,,,2296,,
467,IC0453,06:49:11.45,-16:54:24.3,,,,,,,
468,IC0454,06:51:06.30,+12:55:19.3,1.69,0.88,138.0,,,,
469,IC0455,07:34:57.68,+85:32:13.9,1.06,0.65,78.0,,,,
470,IC0456,07:00:17.54,-30:09:49.6,2.33,1.6,4.0,,,,
471,IC0457,07:09:28.40,+50:09:09.1,,,,,2330,,
472,IC0458,07:10:34.15,+50:07:08.1,0.9,0.39,173.0,,,,
473,IC0459,07:10:38.69,+50:10:38.4,0.59,0.49,1.0,,,,
474,IC0460,07:10:44.27,+50:12:08.8,0.85,0.49,178.0,,,,
475,IC0461,07:10:45.04,+50:04:53.1,0.63,0.48,36.0,,,,
476,IC0462,07:10:55.81,+50:10:51.0,,,,,,,
477,IC0463,07:11:00.89,+50:07:03.7,0.28,0.2,95.0,,,,
478,IC0464,07:11:04.75,+50:08:12.8,0.8,0.37,60.0,,,,
479,IC0465,07:11:33.65,+50:14:53.7,,,,,2334,,
480,IC0466,07:08:38.80,-04:19:04.8,1.0,,,,,,
481,IC0467,07:30:18.39,+79:52:21.1,1.99,0.94,73.0,,,,
482,IC0468,07:17:19.00,-13:13:07.3,,,,,,,
483,IC0469,07:55:59.08,+85:09:32.1,2.35,0.91,88.0,,,,
484,IC0470,07:23:31.50,+46:04:43.2,,,,,,,
485,IC0471,07:43:36.45,+49:40:03.2,0.66,0.66,23.0,,,,
486,IC0472,07:43:50.34,+49:36:51.1,1.61,1.15,166.0,,,,
487,IC0473,07:42:24.62,+09:15:19.0,,,,,,,
488,IC0474,07:46:07.31,+26:30:18.4,1.27,0.4,113.0,,,,
489,IC0475,07:47:09.23,+30:29:19.7,0.75,0.45,133.0,,,,
490,IC0476,07:47:16.33,+26:57:03.5,0.62,0.48,99.0,,,,
491,IC0477,07:52:06.93,+23:28:58.9,1.15,1.15,30.0,,,,
492,IC0478,07:53:41.57,+26:29:33.7,0.66,0.48,12.0,,,,
493,IC0479,07:54:22.22,+27:00:31.8,0.61,0.51,171.0,,,,
494,IC0480,07:55:23.19,+26:44:36.0,1.75,0.33,167.0,,,,
495,IC0481,07:59:02.86,+24:09:38.3,0.93,0.26,4.0,,,,
496,IC0482,07:59:47.28,+25:21:25.1,0.63,0.52,151.0,,,,
497,IC0483,07:59:52.38,+25:55:31.2,,,,,,,
498,IC0484,08:00:01.06,+26:39:57.1,0.89,0.4,43.0,,,,
499,IC0485,08:00:19.77,+26:42:05.2,1.17,0.24,154.0,,,,
500,IC0486,08:00:20.98,+26:36:48.7,0.87,0.66,138.0,,,,
501,IC0487,07:59:07.14,-00:38:16.5,,,,,2494,,
502,IC0488,08:00:49.51,+25:54:06.7,,,,,,,
503,IC0489,08:01:37.74,+25:59:47.0,,,,,,,
504,IC0490,08:03:20.12,+25:48:41.1,0.59,0.47,95.0,,,,
505,IC0491,08:03:55.00,+26:31:14.2,0.65,0.28,115.0,,,,
506,IC0492,08:05:38.66,+26:10:05.5,1.02,0.77,31.0,,,,
507,IC0493,08:07:27.59,+25:08:02.5,0.81,0.61,18.0,,,,
508,IC0494,08:06:24.12,+01:02:09.8,1.32,0.64,48.0,,,,
509,IC0495,08:08:19.42,+09:00:50.0,0.47,0.4,88.0,,,,
510,IC0496,08:09:44.16,+25:52:53.8,0.63,0.39,30.0,,,2229,
511,IC0497,08:10:06.07,+24:55:19.5,0.78,0.39,177.0,,,,
512,IC0498,08:09:30.27,+05:16:50.5,1.21,1.08,66.0,,,,
513,IC0499,08:45:17.30,+85:44:24.1,1.88,0.9,77.0,,,,
514,IC0500,08:12:39.60,-16:03:02.9,1.77,0.71,54.0,,,,
515,IC0501,08:18:47.59,+24:32:14.7,0.73,0.55,125.0,,,,
516,IC0502,08:22:03.61,+08:45:09.4,0.56,0.54,62.0,,,,
517,IC0503,08:22:10.68,+03:16:05.0,1.33,1.03,110.0,,,,
518,IC0504,08:22:41.20,+04:15:44.7,1.51,1.09,139.0,,,,
519,IC0505,08:23:21.67,+04:22:20.9,1.38,0.99,144.0,,,,
520,IC0506,08:23:30.73,+04:17:58.2,1.19,0.86,171.0,,,,
521,IC0507,08:25:02.00,-00:35:29.0,,,,,2590,,
522,IC0508,08:28:22.31,+25:07:29.0,0.79,0.7,97.0,,,,
523,IC0509,08:32:03.50,+24:00:39.3,1.02,0.92,57.0,,,,
524,IC0510,08:32:10.60,-02:09:44.0,0.8,,,,,,
525,IC0510 NED01,08:32:10.19,-02:09:43.6,0.33,0.18,132.0,,,,
526,IC0510 NED02,08:32:10.93,-02:09:44.6,0.91,0.52,137.0,,,,
527,IC0511,08:40:50.45,+73:29:12.0,1.22,0.46,142.0,,,,
528,IC0512,09:03:49.83,+85:30:06.1,1.72,1.34,174.0,,,,
529,IC0513,08:33:05.06,-12:21:20.0,1.49,1.0,39.0,,,,
530,IC0514,08:35:22.28,-02:02:49.4,0.57,0.34,160.0,,,,
531,IC0515,08:35:31.29,-01:54:04.0,1.04,0.58,34.0,,,,
532,IC0516,08:35:50.77,-01:52:16.4,0.59,0.3,65.0,,,,
533,IC0517,08:36:22.10,-02:03:20.0,0.61,0.34,29.0,,,,
534,IC0518,08:36:06.95,+00:41:33.3,,,,,,,
535,IC0519,08:40:34.41,+02:36:40.8,0.5,0.48,28.0,,,,
536,IC0520,08:53:42.26,+73:29:27.4,2.1,1.63,175.0,,,,
537,IC0521,08:46:43.96,+02:32:14.7,0.93,0.67,80.0,,,,
538,IC0522,08:54:34.91,+57:10:00.2,1.24,1.02,165.0,,,,
539,IC0523,08:53:11.32,+09:08:53.4,0.86,0.56,95.0,,,,
540,IC0524,08:58:12.83,-19:11:30.9,0.94,0.63,21.0,,,,
541,IC0525,09:01:22.47,-01:51:14.3,0.95,0.33,10.0,,,,
542,IC0526,09:02:40.78,+10:50:29.9,0.77,0.45,41.0,,,,
543,IC0527,09:09:41.78,+37:36:05.7,1.37,1.13,71.0,,,,
544,IC0528,09:09:22.55,+15:47:46.2,1.39,0.62,162.0,,,,
545,IC0529,09:18:32.80,+73:45:33.6,3.21,1.53,142.0,,,,
546,IC0530,09:15:16.97,+11:53:08.5,1.93,0.31,87.0,,,,
547,IC0531,09:17:50.81,-00:16:42.5,0.79,0.42,60.0,,,,
548,IC0532,09:19:03.76,-16:45:17.8,,,,,,,
549,IC0533,09:20:23.40,-03:59:31.3,0.95,0.27,155.0,,,,
550,IC0534,09:21:15.45,+03:09:04.1,1.19,0.31,148.0,,,,
551,IC0535,09:22:16.22,-01:02:25.2,0.65,0.53,5.0,,,,
552,IC0536,09:24:40.10,+25:06:36.7,1.09,0.22,24.0,,,,
553,IC0537,09:25:22.61,-12:23:30.4,1.32,1.22,160.0,,,,
554,IC0538,09:27:18.51,+23:01:12.4,,,,,2885,,
555,IC0539,09:29:08.24,-02:32:56.9,0.97,0.73,130.0,,,,
556,IC0540,09:30:10.33,+07:54:09.9,1.07,0.27,171.0,,,,
557,IC0541,09:30:30.79,-04:15:13.2,,,,,,,
558,IC0542,09:31:06.22,-13:10:52.9,1.21,0.39,95.0,,,,
559,IC0543,09:31:09.10,-14:46:21.0,,,,,,,
560,IC0544,09:35:53.38,+24:53:41.5,0.8,0.25,24.0,,,,
561,IC0545,09:36:05.36,+24:56:56.2,0.56,0.42,44.0,,,,
562,IC0546,09:34:50.24,-16:23:03.9,1.27,0.7,103.0,,,,
563,IC0547,09:36:05.79,-12:26:12.2,,,,,2947,,
564,IC0548,09:38:19.30,+09:26:45.5,0.76,0.19,166.0,,,,
565,IC0549,09:40:43.23,+03:57:35.1,0.6,0.37,180.0,,,,
566,IC0550,09:40:28.58,-06:56:45.8,1.07,0.7,34.0,,,,
567,IC0551,09:41:00.11,+06:56:09.9,0.81,0.53,155.0,,,,
568,IC0552,09:41:16.57,+10:38:49.2,1.12,0.63,2.0,,,,
569,IC0553,09:40:45.13,-05:26:07.3,1.07,0.85,118.0,,,,
570,IC0554,09:41:56.89,+12:17:46.6,1.29,0.57,18.0,,,0555,
571,IC0555,09:41:56.89,+12:17:46.6,,,,,,0554,
572,IC0556,09:43:40.38,+11:03:39.1,,,,,2984,,
573,IC0557,09:44:02.40,+10:59:17.2,1.11,0.64,38.0,,,,
574,IC0558,09:45:00.35,+29:27:08.3,0.93,0.72,165.0,,,,
575,IC0559,09:44:43.89,+09:36:54.0,1.09,0.92,87.0,,,,
576,IC0560,09:45:53.44,-00:16:05.9,1.41,0.54,20.0,,,,
577,IC0561,09:45:58.81,+03:08:42.7,0.51,0.42,6.0,,,,
578,IC0562,09:46:03.90,-03:58:16.2,1.22,0.28,162.0,,,,
579,IC0563,09:46:20.35,+03:02:44.1,0.97,0.4,111.0,,,,
580,IC0564,09:46:21.08,+03:04:16.9,1.64,0.45,68.0,,,,
581,IC0565,09:47:50.76,+15:51:09.2,1.0,,,,,,
582,IC0565 NED01,09:47:49.67,+15:51:07.3,0.68,0.16,178.0,,,,
583,IC0565 NED02,09:47:50.53,+15:51:06.8,1.24,0.27,51.0,,,,
584,IC0566,09:49:56.39,-00:13:52.9,0.6,0.53,84.0,,,,
585,IC0567,09:50:33.78,+12:47:05.0,,,,,,,
586,IC0568,09:51:08.33,+15:43:49.6,1.07,0.64,106.0,,,,
587,IC0569,09:51:28.15,+10:55:12.2,0.78,0.54,164.0,,,,
588,IC0570,09:51:50.98,+15:45:20.7,0.46,0.34,61.0,,,,
589,IC0571,09:52:31.57,+15:46:31.6,0.71,0.54,133.0,,,,
590,IC0572,09:52:32.81,+15:49:36.7,0.54,0.53,130.0,,,,
591,IC0573,09:53:36.17,-12:28:55.6,,,,,3058 NED02,,
592,IC0574,09:54:27.03,-06:57:12.2,1.05,0.87,4.0,,,,
593,IC0575,09:54:32.93,-06:51:27.2,1.52,1.17,50.0,,,,
594,IC0576,09:55:07.04,+11:02:22.4,0.59,0.51,168.0,,,,
595,IC0577,09:56:03.97,+10:29:55.9,0.62,0.57,117.0,,,,
596,IC0578,09:56:16.15,+10:29:09.9,1.25,0.54,66.0,,,,
597,IC0579,09:56:39.42,-13:46:29.6,1.12,0.41,132.0,,,,
598,IC0580,09:57:56.70,+10:25:56.8,,,,,3069,,
599,IC0581,09:58:11.58,+15:56:49.1,1.0,0.71,129.0,,,,
600,IC0582,09:59:00.23,+17:49:01.7,0.97,0.91,85.0,,,,
601,IC0583,09:59:05.08,+17:49:17.2,0.89,0.19,113.0,,,,
602,IC0584,09:59:05.13,+10:21:40.1,0.5,0.43,149.0,,,,
603,IC0585,09:59:44.12,+12:59:18.9,1.21,0.86,123.0,,,,
604,IC0586,09:59:50.30,-06:55:22.2,0.76,0.7,55.0,,,,
605,IC0587,10:03:05.17,-02:24:00.1,1.25,0.56,106.0,,,,
606,IC0588,10:02:07.04,+03:03:27.7,0.9,0.53,164.0,,,,
607,IC0589,10:04:23.90,-05:40:44.1,0.69,0.51,20.0,,,,
608,IC0590,10:05:50.23,+00:37:58.6,0.9,,,,,,
609,IC0590 NED01,10:05:49.83,+00:38:00.1,1.06,0.78,105.0,,,,
610,IC0590 NED02,10:05:50.67,+00:37:54.5,0.79,0.76,33.0,,,,
611,IC0591,10:07:27.69,+12:16:28.2,0.93,0.6,164.0,,,,
612,IC0592,10:07:58.75,-02:29:50.1,0.92,0.75,26.0,,,,
613,IC0593,10:08:18.01,-02:31:36.5,0.81,0.58,97.0,,,,
614,IC0594,10:08:32.00,-00:40:00.7,1.11,0.56,131.0,,,,
615,IC0595,10:09:38.12,+11:00:00.9,0.81,0.58,172.0,,,,
616,IC0596,10:10:31.35,+10:02:32.6,0.96,0.31,18.0,,,,
617,IC0597,10:10:11.96,-06:53:57.3,0.5,0.23,170.0,,,,
618,IC0598,10:12:48.57,+43:08:43.9,1.65,0.41,7.0,,,,
619,IC0599,10:13:12.51,-05:37:44.4,1.17,0.29,36.0,,,,
620,IC0600,10:17:10.91,-03:29:52.0,1.92,1.03,13.0,,,,
621,IC0601,10:18:15.29,+07:02:19.8,0.47,0.22,37.0,,,,
622,IC0602,10:18:19.73,+07:02:57.5,0.97,0.5,173.0,,,,
623,IC0603,10:19:25.05,-05:39:22.2,1.31,0.79,174.0,,,,
624,IC0604,10:23:44.66,+57:01:36.7,,,,,3220,,
625,IC0605,10:22:24.13,+01:11:53.7,0.77,0.54,9.0,,,,
626,IC0606,10:23:32.62,+10:57:35.0,,,,,3217,,
627,IC0607,10:24:08.58,+16:44:30.8,1.27,0.96,87.0,,,,
628,IC0608,10:24:21.13,-06:02:21.5,0.95,0.54,108.0,,,,
629,IC0609,10:25:35.43,-02:12:54.8,1.35,0.39,19.0,,,,
630,IC0610,10:26:28.37,+20:13:41.5,1.89,0.33,28.0,,,0611,
631,IC0611,10:26:28.37,+20:13:41.5,,,,,,0610,
632,IC0612,10:27:05.86,+11:03:17.6,0.42,0.25,174.0,,,,
633,IC0613,10:27:07.79,+11:00:38.6,0.77,0.7,12.0,,,,
634,IC0614,10:26:51.85,-03:27:53.1,0.78,0.53,18.0,,,,
635,IC0615,10:27:21.98,+11:04:47.9,1.22,0.36,143.0,,,,
636,IC0616,10:32:47.56,+15:51:39.0,0.93,0.75,160.0,,,,
637,IC0617,10:32:43.81,-12:38:14.3,,,,,3280B,,
638,IC0618,10:32:45.40,-12:43:02.7,,,,,3296,,
639,IC0619,10:33:49.98,+12:52:42.1,0.84,0.65,177.0,,,,
640,IC0620,10:33:33.43,+11:52:17.0,0.73,0.6,88.0,,,,
641,IC0621,10:33:21.04,+02:36:58.1,0.9,0.62,82.0,,,,
642,IC0622,10:34:42.80,+11:11:50.4,,,,,3279,,
643,IC0623,10:35:21.01,+03:33:30.2,0.94,0.32,151.0,,,,
644,IC0624,10:36:15.18,-08:20:02.2,2.42,0.55,39.0,,,,
645,IC0625,10:42:38.05,-23:56:08.2,2.25,0.53,105.0,,,,
646,IC0626,10:36:57.10,-07:01:25.9,1.21,0.95,137.0,,,,
647,IC0627,10:37:19.89,-03:21:28.1,0.72,0.57,175.0,,,,
648,IC0628,10:37:36.19,+05:36:13.3,0.89,0.67,120.0,,,,
649,IC0629,10:37:02.52,-27:33:54.2,,,,,3312,,
650,IC0630,10:38:33.61,-07:10:13.9,2.12,1.67,150.0,,,,
651,IC0631,10:38:58.90,-07:03:08.6,0.67,0.59,147.0,,,,
652,IC0632,10:39:11.79,-00:24:34.1,0.98,0.57,30.0,,,,
653,IC0633,10:39:24.38,-00:23:21.5,0.65,0.27,103.0,,,,
654,IC0634,10:40:54.89,+05:59:30.6,1.0,0.38,116.0,,,,
655,IC0635,10:41:45.30,+15:38:36.0,1.09,0.33,7.0,,,,
656,IC0636,10:41:50.59,+04:19:50.8,0.95,0.41,49.0,,,,
657,IC0637,10:42:21.92,+15:21:34.6,0.75,0.5,17.0,,,,
658,IC0638,10:43:47.98,+15:53:42.5,0.77,0.38,2.0,,,,
659,IC0639,10:45:52.02,+16:55:49.6,1.41,0.42,180.0,,,,
660,IC0640,10:46:50.45,+34:46:03.5,,,,,,,
661,IC0641,10:47:49.41,+34:40:22.2,,,,,,,
662,IC0642,10:48:08.13,+18:11:19.3,1.45,1.36,19.0,,,,
663,IC0643,10:49:27.18,+12:12:03.6,1.34,0.46,73.0,,,,
664,IC0644,10:51:31.43,+55:23:27.5,,,,,3398,,
665,IC0645,10:50:09.35,-06:02:34.4,0.48,0.42,59.0,,,,
666,IC0646,10:51:35.18,+55:27:57.0,0.84,0.43,147.0,,,,
667,IC0647,10:50:34.49,-12:51:17.3,0.68,0.39,62.0,,,,
668,IC0648,10:51:00.32,+12:17:14.6,0.94,0.74,158.0,,,,
669,IC0649,10:50:52.20,+01:09:50.0,0.7,,,,,,
670,IC0649 NED01,10:50:52.09,+01:09:55.2,0.7,0.56,15.0,,,,
671,IC0649 NED02,10:50:52.20,+01:09:42.0,0.32,0.21,0.0,,,,
672,IC0650,10:50:40.55,-13:26:31.4,0.93,0.67,10.0,,,,
673,IC0651,10:50:58.41,-02:09:01.3,0.72,0.71,20.0,,,,
674,IC0652,10:50:57.63,-12:26:54.7,,,,,3421,,
675,IC0653,10:52:06.78,-00:33:38.8,2.07,0.71,57.0,,,,
676,IC0654,10:53:50.39,-11:43:32.1,1.2,0.44,133.0,,,,
677,IC0655,10:54:22.24,-00:21:53.9,1.0,0.27,48.0,,,,
678,IC0656,10:55:08.14,+17:36:46.4,,,,,,,
679,IC0657,10:57:53.57,-04:54:17.8,1.14,0.43,169.0,,,,
680,IC0658,10:58:16.26,+08:14:30.0,1.08,0.85,43.0,,,,
681,IC0659,10:58:03.86,-06:15:37.9,1.24,0.86,60.0,,,,
682,IC0660,10:58:26.66,+01:22:58.5,0.79,0.52,31.0,,,,
683,IC0661,10:58:51.50,+01:39:02.3,0.77,0.55,31.0,,,,
684,IC0662,10:59:20.55,+01:35:55.8,0.78,0.58,71.0,,,,
685,IC0663,11:00:37.27,+10:26:13.9,0.85,0.57,172.0,,,,
686,IC0664,11:00:45.35,+10:33:11.0,1.87,1.3,53.0,,,,
687,IC0665,11:00:29.93,-13:52:00.5,1.03,0.35,148.0,,,,
688,IC0666,11:01:14.81,+10:28:52.0,0.58,0.33,147.0,,,,
689,IC0667,11:06:36.55,+15:05:19.4,0.68,0.58,32.0,,,,
690,IC0668,11:06:39.56,+15:02:27.3,0.66,0.39,95.0,,,,
691,IC0669,11:07:16.57,+06:18:08.9,1.08,0.67,169.0,,,,
692,IC0670,11:07:28.81,+06:42:51.3,1.11,0.98,65.0,,,,
693,IC0671,11:07:31.60,+00:46:59.2,1.21,0.95,21.0,,,,
694,IC0672,11:08:03.23,-12:29:03.0,0.75,0.33,155.0,,,,
695,IC0673,11:09:25.31,-00:05:51.8,1.29,0.59,168.0,,,,
696,IC0674,11:11:06.36,+43:37:58.8,1.37,0.41,121.0,,,,
697,IC0675,11:10:57.36,+03:35:39.2,,,,,,,
698,IC0676,11:12:39.82,+09:03:21.0,1.85,1.31,0.0,,,,
699,IC0677,11:13:56.50,+12:18:03.9,1.43,0.6,45.0,,,,
700,IC0678,11:14:06.38,+06:34:37.9,0.78,0.5,141.0,,,,
701,IC0679,11:16:36.61,-13:58:19.5,0.53,0.37,125.0,,,,
702,IC0680,11:17:54.70,-01:56:47.2,0.81,0.56,154.0,,,,
703,IC0681,11:18:31.93,-12:08:24.8,0.87,0.45,35.0,,,,
704,IC0682,11:22:14.74,+20:12:30.7,,,,,3649,,
705,IC0683,11:21:31.78,+02:45:06.5,0.69,0.49,175.0,,,,
706,IC0684,11:21:32.87,+02:48:37.6,,,,,3644,,
707,IC0685,11:22:06.52,+17:45:12.3,0.68,0.43,176.0,,,,
708,IC0686,11:23:05.27,+05:38:40.8,0.51,0.26,42.0,,,,
709,IC0687,11:24:17.33,+47:50:51.1,1.08,1.03,121.0,,,,
710,IC0688,11:23:40.24,-09:47:44.0,0.98,0.49,98.0,,,,
711,IC0689,11:23:38.43,-13:49:52.0,,,,,3661,,
712,IC0690,11:24:20.61,-08:20:31.1,1.17,0.46,170.0,,,,
713,IC0691,11:26:44.32,+59:09:19.5,1.14,0.72,148.0,,,,
714,IC0692,11:25:53.47,+09:59:15.0,0.85,0.56,118.0,,,,
715,IC0693,11:26:48.62,-05:00:14.4,0.98,0.48,90.0,,,,
716,IC0694,11:28:27.30,+58:34:42.5,0.21,0.18,51.0,,,,
717,IC0695,11:27:58.29,-11:42:55.2,0.65,0.21,85.0,,,,
